"Date","Price","Open","High","Low","Vol.","Change %"
"13-08-2024","25,155.15","25,396.75","25,414.30","25,131.80","564.53M","-0.91%"
"12-08-2024","25,386.05","25,356.20","25,501.30","25,233.90","618.26M","-0.15%"
"09-08-2024","25,425.40","25,443.05","25,477.90","25,362.90","526.36M","1.05%"
"08-08-2024","25,161.25","25,314.00","25,383.00","25,125.75","653.69M","-0.74%"
"07-08-2024","25,349.00","25,286.20","25,373.60","25,171.65","803.20M","1.64%"
"06-08-2024","24,940.75","25,199.20","25,427.35","24,905.30","856.07M","-0.41%"
"05-08-2024","25,043.05","25,291.05","25,375.65","24,871.55","1.27B","-2.83%"
"02-08-2024","25,771.90","25,833.75","25,930.85","25,743.80","1.07B","-1.10%"
"01-08-2024","26,057.80","26,101.10","26,145.60","25,983.65","922.08M","0.12%"
"31-07-2024","26,025.60","25,960.40","26,054.30","25,931.45","759.24M","0.43%"
"30-07-2024","25,914.10","25,920.40","26,031.80","25,869.10","830.97M","0.05%"
"29-07-2024","25,901.95","25,966.10","26,040.70","25,832.80","1.04B","0.23%"
"26-07-2024","25,841.90","25,451.90","25,863.30","25,438.70","808.52M","1.71%"
"25-07-2024","25,407.50","25,203.00","25,428.60","25,184.70","865.09M","0.07%"
"24-07-2024","25,389.00","25,398.05","25,476.00","25,288.50","773.92M","-0.12%"
"23-07-2024","25,419.60","25,566.20","25,575.45","24,895.55","1.03B","-0.28%"
"22-07-2024","25,490.40","25,357.25","25,567.90","25,275.10","691.24M","0.16%"
"19-07-2024","25,450.85","25,820.45","25,821.10","25,428.30","819.84M","-1.30%"
"18-07-2024","25,784.80","25,621.45","25,812.70","25,501.60","865.97M","0.41%"
"16-07-2024","25,679.10","25,736.10","25,762.25","25,655.00","718.09M","-0.07%"
"15-07-2024","25,696.05","25,674.90","25,726.25","25,599.35","826.30M","0.46%"
"12-07-2024","25,577.30","25,514.75","25,677.70","25,458.05","937.65M","0.56%"
"11-07-2024","25,433.75","25,503.65","25,508.30","25,312.00","746.27M","0.03%"
"10-07-2024","25,425.65","25,557.65","25,557.70","25,165.00","857.06M","-0.35%"
"09-07-2024","25,515.10","25,440.85","25,524.45","25,414.25","745.75M","0.48%"
"08-07-2024","25,393.55","25,414.50","25,427.25","25,310.00","903.45M","0.01%"
"05-07-2024","25,391.25","25,272.40","25,426.40","25,229.30","855.55M","0.19%"
"04-07-2024","25,342.55","25,394.35","25,433.40","25,319.60","587.19M","0.14%"
"03-07-2024","25,306.90","25,287.00","25,328.65","25,211.00","690.22M","0.74%"
"02-07-2024","25,120.10","25,241.75","25,247.60","25,039.05","734.97M","-0.14%"
"01-07-2024","25,155.70","25,004.00","25,172.95","24,996.65","639.82M","0.59%"
"28-06-2024","25,007.25","25,075.65","25,165.80","24,981.75","810.26M","-0.08%"
"27-06-2024","25,026.55","24,878.45","25,070.25","24,819.60","1.06B","0.64%"
