"Date","Price","Open","High","Low","Vol.","Change %"
"27-11-2025","26,744.35","26,800.95","26,833.20","26,670.25","413.62M","0.00%"
"26-11-2025","26,743.05","26,377.65","26,753.75","26,377.65","448.50M","1.28%"
"25-11-2025","26,405.30","26,493.65","26,535.30","26,380.45","425.63M","-0.20%"
"24-11-2025","26,458.25","26,640.60","26,650.75","26,415.50","788.37M","-0.51%"
"21-11-2025","26,593.20","26,677.40","26,727.10","26,578.75","400.97M","-0.61%"
"20-11-2025","26,755.50","26,724.80","26,815.95","26,652.75","400.17M","0.43%"
"19-11-2025","26,640.50","26,528.30","26,661.10","26,459.10","447.76M","0.46%"
"18-11-2025","26,519.00","26,654.20","26,660.10","26,486.25","457.41M","-0.45%"
"17-11-2025","26,639.40","26,574.90","26,652.55","26,538.10","479.54M","0.42%"
"14-11-2025","26,528.00","26,408.60","26,556.45","26,371.00","745.80M","0.08%"
"13-11-2025","26,505.60","26,532.70","26,635.85","26,437.20","622.10M","0.02%"
"12-11-2025","26,500.00","26,475.05","26,558.00","26,427.70","552.17M","0.61%"
"11-11-2025","26,340.00","26,269.65","26,357.70","26,088.90","514.67M","0.42%"
"10-11-2025","26,230.80","26,162.95","26,311.55","26,162.95","423.49M","0.33%"
"07-11-2025","26,144.20","26,075.95","26,204.25","25,935.15","533.83M","-0.04%"
"06-11-2025","26,154.95","26,288.00","26,353.90","26,137.10","589.55M","-0.49%"
"04-11-2025","26,284.45","26,430.55","26,465.60","26,267.05","544.68M","-0.61%"
"03-11-2025","26,445.85","26,358.55","26,483.30","26,321.40","63.79M","0.29%"
"31-10-2025","26,369.50","26,512.50","26,595.15","26,357.55","670.63M","-0.56%"
"30-10-2025","26,518.85","26,630.20","26,662.80","26,481.55","618.51M","-0.60%"
"29-10-2025","26,679.25","26,566.30","26,713.30","26,551.05","756.11M","0.61%"
"28-10-2025","26,517.45","26,551.40","26,636.35","26,400.30","650.26M","-0.18%"
"27-10-2025","26,565.00","26,457.80","26,596.75","26,435.55","491.98M","0.61%"
"24-10-2025","26,402.80","26,533.45","26,540.90","26,327.95","499.50M","-0.33%"
"23-10-2025","26,490.05","26,654.20","26,700.00","26,459.20","735.32M","0.05%"
"21-10-2025","26,475.85","26,521.60","26,550.00","26,431.80","100.88M","0.10%"
"20-10-2025","26,449.75","26,445.80","26,536.95","26,400.55","582.01M","0.46%"
"17-10-2025","26,329.80","26,196.60","26,403.45","26,167.90","765.18M","0.38%"
"16-10-2025","26,229.20","26,055.15","26,265.40","26,034.75","646.99M","0.94%"
"15-10-2025","25,984.05","25,817.70","26,017.55","25,809.95","548.24M","0.81%"
"14-10-2025","25,775.15","25,922.00","25,954.70","25,694.20","516.01M","-0.36%"
"13-10-2025","25,867.75","25,815.80","25,900.85","25,781.15","448.18M","-0.22%"
"10-10-2025","25,924.75","25,819.75","25,975.35","25,799.95","446.66M","0.38%"
"09-10-2025","25,825.70","25,719.20","25,839.45","25,662.95","477.81M","0.54%"
"08-10-2025","25,685.90","25,748.65","25,839.30","25,658.20","456.30M","-0.34%"
"07-10-2025","25,772.25","25,754.15","25,871.05","25,742.85","525.06M","0.12%"
"06-10-2025","25,740.95","25,593.45","25,750.95","25,550.00","507.64M","0.67%"
"03-10-2025","25,569.30","25,445.20","25,580.50","25,412.30","680.84M","0.26%"
"01-10-2025","25,502.95","25,303.10","25,527.70","25,293.75","565.91M","0.82%"
"30-09-2025","25,295.15","25,370.15","25,415.45","25,258.30","583.97M","-0.08%"
"29-09-2025","25,314.85","25,363.30","25,444.55","25,251.00","700.45M","0.11%"
"26-09-2025","25,287.10","25,497.65","25,537.20","25,261.35","547.35M","-1.08%"
"25-09-2025","25,562.00","25,717.05","25,782.80","25,547.65","685.21M","-0.68%"
"24-09-2025","25,736.35","25,833.25","25,870.40","25,719.55","607.96M","-0.58%"
"23-09-2025","25,886.00","25,958.85","25,995.30","25,805.05","712.37M","-0.19%"
"22-09-2025","25,934.50","25,955.80","26,066.80","25,882.40","615.32M","-0.35%"
"19-09-2025","26,025.85","26,089.05","26,103.55","25,976.75","778.13M","-0.21%"
"18-09-2025","26,081.85","26,095.35","26,103.15","25,991.70","454.18M","0.35%"
"17-09-2025","25,990.45","25,947.55","26,013.95","25,937.95","506.03M","0.34%"
"16-09-2025","25,903.55","25,748.60","25,925.10","25,737.60","433.09M","0.66%"
"15-09-2025","25,733.55","25,761.15","25,781.15","25,712.70","376.48M","-0.04%"
"12-09-2025","25,745.10","25,711.65","25,768.65","25,672.45","423.99M","0.41%"
"11-09-2025","25,638.75","25,577.55","25,669.45","25,572.20","486.97M","0.16%"
"10-09-2025","25,596.95","25,608.40","25,662.75","25,539.65","433.28M","0.42%"
"09-09-2025","25,489.20","25,488.70","25,508.45","25,432.55","358.13M","0.34%"
"08-09-2025","25,402.00","25,423.10","25,516.10","25,375.15","401.56M","0.18%"
"05-09-2025","25,356.85","25,438.70","25,455.50","25,230.10","357.80M","0.01%"
"04-09-2025","25,355.15","25,642.80","25,642.80","25,328.20","479.01M","-0.01%"
"03-09-2025","25,358.90","25,255.20","25,378.00","25,188.05","480.56M","0.57%"
"02-09-2025","25,215.05","25,263.30","25,377.45","25,159.90","419.41M","-0.06%"
"01-09-2025","25,231.20","25,019.10","25,241.00","25,019.10","387.23M","0.91%"
"29-08-2025","25,003.05","25,050.80","25,161.10","24,979.80","525.61M","-0.30%"
"28-08-2025","25,078.50","25,308.20","25,308.20","25,062.20","510.18M","-0.93%"
"26-08-2025","25,313.50","25,526.55","25,544.65","25,291.45","1.09B","-1.08%"
"25-08-2025","25,589.70","25,581.80","25,643.15","25,522.30","352.54M","0.37%"
"22-08-2025","25,495.60","25,693.40","25,709.00","25,485.55","350.93M","-0.82%"
"21-08-2025","25,705.10","25,778.20","25,780.55","25,687.80","401.05M","0.06%"
"20-08-2025","25,689.30","25,604.15","25,726.20","25,570.55","480.47M","0.30%"
"19-08-2025","25,613.30","25,511.40","25,627.60","25,478.85","424.72M","0.47%"
"18-08-2025","25,492.35","25,544.15","25,633.35","25,478.50","552.43M","1.05%"
"14-08-2025","25,226.25","25,222.95","25,271.75","25,192.55","438.39M","0.01%"
"13-08-2025","25,223.25","25,180.45","25,267.15","25,141.15","390.93M","0.55%"
"12-08-2025","25,085.40","25,156.95","25,292.35","25,064.75","375.71M","-0.34%"
"11-08-2025","25,172.20","24,944.75","25,187.95","24,916.60","415.50M","0.96%"
"08-08-2025","24,934.05","25,145.10","25,182.40","24,908.05","461.70M","-1.00%"
"07-08-2025","25,185.15","25,046.30","25,225.30","24,916.25","799.83M","0.11%"
"06-08-2025","25,156.35","25,256.70","25,275.20","25,122.10","439.59M","-0.40%"
"05-08-2025","25,257.95","25,333.10","25,335.20","25,189.00","405.71M","-0.29%"
"04-08-2025","25,330.20","25,178.65","25,342.55","25,132.60","436.91M","0.72%"
"01-08-2025","25,149.60","25,353.55","25,385.05","25,120.30","454.27M","-0.91%"
"31-07-2025","25,380.50","25,241.70","25,560.50","25,237.50","591.10M","-0.38%"
"30-07-2025","25,476.05","25,510.65","25,520.00","25,389.85","464.69M","0.13%"
"29-07-2025","25,443.65","25,216.95","25,468.10","25,209.50","468.77M","0.63%"
"28-07-2025","25,285.00","25,387.75","25,510.10","25,251.40","447.93M","-0.62%"
"25-07-2025","25,442.10","25,650.95","25,650.95","25,412.15","486.42M","-1.01%"
"24-07-2025","25,701.90","25,867.85","25,874.05","25,648.55","632.80M","-0.56%"
"23-07-2025","25,846.00","25,778.15","25,857.00","25,708.80","524.65M","0.55%"
"22-07-2025","25,703.90","25,822.90","25,832.20","25,686.25","757.22M","-0.16%"
"21-07-2025","25,745.35","25,652.95","25,765.25","25,535.50","463.73M","0.48%"
"18-07-2025","25,623.50","25,779.70","25,809.00","25,586.25","484.65M","-0.59%"
"17-07-2025","25,776.45","25,896.00","25,902.80","25,767.85","403.56M","-0.37%"
"16-07-2025","25,872.20","25,850.70","25,906.15","25,777.25","473.95M","0.09%"
"15-07-2025","25,849.15","25,740.30","25,891.20","25,733.45","418.71M","0.49%"
"14-07-2025","25,724.15","25,759.85","25,764.90","25,644.60","460.47M","-0.14%"
"11-07-2025","25,760.80","25,885.60","25,947.10","25,737.90","443.28M","-0.81%"
"10-07-2025","25,971.35","26,123.50","26,136.90","25,958.05","429.56M","-0.43%"
"09-07-2025","26,084.00","26,121.75","26,159.55","26,030.95","457.39M","-0.16%"
"08-07-2025","26,126.05","26,052.30","26,149.50","26,028.35","381.54M","0.20%"
"07-07-2025","26,074.55","26,063.20","26,106.70","26,018.40","386.77M","0.03%"
"04-07-2025","26,066.65","26,035.35","26,075.05","25,938.05","368.69M","0.24%"
"03-07-2025","26,003.00","26,116.60","26,173.60","25,984.40","503.67M","-0.25%"
"02-07-2025","26,068.05","26,198.90","26,223.20","25,987.20","524.39M","-0.34%"
"01-07-2025","26,156.10","26,179.35","26,209.90","26,107.35","487.55M","0.06%"
"30-06-2025","26,139.50","26,256.85","26,265.15","26,088.15","515.16M","-0.32%"
"27-06-2025","26,223.60","26,156.55","26,239.95","26,117.55","891.68M","0.39%"
"26-06-2025","26,121.10","25,856.60","26,137.00","25,849.45","663.54M","1.16%"
"25-06-2025","25,822.35","25,743.85","25,839.25","25,716.30","455.27M","0.74%"
"24-06-2025","25,631.60","25,757.40","25,890.85","25,589.40","670.64M","0.39%"
"23-06-2025","25,532.95","25,468.20","25,615.50","25,375.35","436.46M","-0.45%"
"20-06-2025","25,648.80","25,318.70","25,675.30","25,318.40","986.85M","1.30%"
"19-06-2025","25,320.45","25,388.20","25,446.70","25,261.80","529.32M","-0.31%"
"18-06-2025","25,398.05","25,392.25","25,543.90","25,335.15","407.28M","-0.19%"
"17-06-2025","25,446.70","25,588.75","25,591.70","25,411.75","405.23M","-0.43%"
"16-06-2025","25,556.75","25,343.65","25,575.35","25,280.55","493.70M","0.89%"
"13-06-2025","25,331.35","25,070.60","25,361.00","25,070.25","554.72M","-0.71%"
"12-06-2025","25,511.55","25,834.00","25,852.55","25,459.50","601.74M","-1.15%"
"11-06-2025","25,807.10","25,815.45","25,892.90","25,760.95","615.52M","0.08%"
"10-06-2025","25,785.50","25,876.60","25,878.80","25,727.10","563.76M","0.02%"
"09-06-2025","25,779.45","25,795.35","25,800.25","25,721.40","539.12M","0.55%"
"06-06-2025","25,638.80","25,376.30","25,654.75","25,303.05","680.56M","1.06%"
"05-06-2025","25,369.75","25,314.60","25,507.75","25,242.35","638.80M","0.51%"
"04-06-2025","25,240.65","25,183.25","25,263.20","25,128.45","597.54M","0.31%"
"03-06-2025","25,162.05","25,405.15","25,461.55","25,133.40","612.80M","-0.68%"
"02-06-2025","25,333.65","25,277.05","25,368.05","25,158.80","590.39M","-0.04%"
"30-05-2025","25,344.25","25,421.30","25,471.85","25,308.20","1.28B","-0.36%"
"29-05-2025","25,436.30","25,439.75","25,491.45","25,296.85","580.33M","0.30%"
"28-05-2025","25,361.10","25,450.95","25,483.10","25,346.10","881.50M","-0.30%"
"27-05-2025","25,436.35","25,561.70","25,645.80","25,319.30","750.55M","-0.63%"
"26-05-2025","25,596.50","25,527.45","25,677.55","25,514.55","472.55M","0.56%"
"23-05-2025","25,453.00","25,255.05","25,497.60","25,225.15","445.25M","0.92%"
"22-05-2025","25,221.90","25,334.80","25,340.20","25,073.65","595.19M","-0.74%"
"21-05-2025","25,409.10","25,307.90","25,514.95","25,252.90","557.74M","0.64%"
"20-05-2025","25,248.65","25,612.85","25,627.50","25,231.35","699.19M","-1.19%"
"19-05-2025","25,551.50","25,594.10","25,663.35","25,524.50","548.60M","-0.16%"
"16-05-2025","25,593.10","25,584.25","25,619.45","25,511.35","782.29M","0.08%"
"15-05-2025","25,573.05","25,228.50","25,617.85","25,049.50","752.83M","1.51%"
"14-05-2025","25,193.30","25,126.10","25,289.25","25,059.25","659.91M","0.42%"
"13-05-2025","25,087.10","25,333.25","25,438.20","25,059.50","787.57M","-1.16%"
"12-05-2025","25,381.40","24,907.20","25,401.25","24,880.95","684.70M","3.86%"
"09-05-2025","24,437.55","24,303.55","24,559.20","24,303.55","633.20M","-0.97%"
"08-05-2025","24,678.00","24,910.40","24,932.25","24,548.90","775.38M","-0.84%"
"07-05-2025","24,887.20","24,650.55","24,919.05","24,644.80","674.13M","0.20%"
"06-05-2025","24,837.45","25,050.60","25,056.40","24,791.30","584.73M","-0.69%"
"05-05-2025","25,010.20","24,931.80","25,056.10","24,915.35","588.26M","0.65%"
"02-05-2025","24,849.20","24,822.45","25,098.40","24,740.30","659.62M","0.02%"
"30-04-2025","24,843.80","24,880.35","24,940.80","24,710.30","707.10M","-0.11%"
"29-04-2025","24,870.40","24,929.80","25,016.50","24,834.35","607.32M","-0.01%"
"28-04-2025","24,874.00","24,596.00","24,903.75","24,590.10","548.49M","1.19%"
"25-04-2025","24,581.30","24,906.10","24,986.85","24,383.15","720.31M","-1.12%"
"24-04-2025","24,860.90","24,899.90","24,968.15","24,824.10","641.18M","-0.31%"
"23-04-2025","24,937.00","24,950.15","24,958.50","24,700.25","694.10M","0.67%"
"22-04-2025","24,770.45","24,792.45","24,855.95","24,663.80","706.74M","0.18%"
"21-04-2025","24,725.80","24,533.40","24,777.45","24,475.00","670.72M","1.26%"
"17-04-2025","24,418.35","24,005.50","24,444.20","23,906.15","749.61M","1.59%"
"16-04-2025","24,037.25","23,935.85","24,052.40","23,865.00","612.23M","0.50%"
"15-04-2025","23,917.40","23,917.60","23,946.50","23,745.55","678.74M","2.35%"
"11-04-2025","23,369.25","23,280.45","23,468.95","23,257.75","618.31M","1.82%"
"09-04-2025","22,952.45","23,011.80","23,012.40","22,879.00","589.76M","-0.54%"
"08-04-2025","23,077.65","22,992.80","23,225.95","22,794.20","719.15M","1.76%"
"07-04-2025","22,677.90","22,186.25","22,767.20","22,177.35","998.33M","-3.22%"
"04-04-2025","23,433.25","23,781.75","23,801.45","23,375.25","772.57M","-1.68%"
"03-04-2025","23,833.30","23,715.95","23,874.65","23,709.85","533.45M","-0.29%"
"02-04-2025","23,901.85","23,742.75","23,919.60","23,683.90","533.77M","0.79%"
"01-04-2025","23,713.80","23,902.30","24,110.60","23,684.30","600.58M","-1.43%"
"28-03-2025","24,057.35","24,154.15","24,220.75","23,992.80","731.36M","-0.36%"
"27-03-2025","24,145.05","23,934.90","24,194.75","23,919.40","1.65B","0.64%"
"26-03-2025","23,990.40","24,188.30","24,246.00","23,958.95","667.97M","-0.70%"
"25-03-2025","24,159.90","24,326.00","24,409.75","24,097.15","702.80M","-0.22%"
"24-03-2025","24,214.20","24,075.90","24,266.95","23,989.80","680.19M","1.31%"
"21-03-2025","23,902.10","23,712.50","23,958.55","23,681.75","1.06B","0.72%"
"20-03-2025","23,730.70","23,605.30","23,758.20","23,509.85","612.67M","1.12%"
"19-03-2025","23,468.35","23,390.40","23,503.25","23,321.55","637.44M","0.55%"
"18-03-2025","23,340.40","23,116.15","23,365.05","23,055.95","591.94M","1.65%"
"17-03-2025","22,960.80","22,806.15","23,029.35","22,806.15","496.26M","0.54%"
"13-03-2025","22,837.85","23,002.65","23,030.45","22,817.00","570.68M","-0.36%"
"12-03-2025","22,919.90","22,990.50","23,039.00","22,755.75","680.33M","-0.10%"
"11-03-2025","22,942.70","22,752.60","22,973.60","22,714.80","704.46M","0.23%"
"10-03-2025","22,890.75","23,005.10","23,155.25","22,861.65","610.41M","-0.59%"
"07-03-2025","23,027.70","23,008.35","23,127.30","22,956.35","577.52M","-0.05%"
"06-03-2025","23,038.80","22,982.55","23,053.95","22,775.35","693.99M","0.96%"
"05-03-2025","22,818.80","22,495.25","22,861.45","22,493.95","658.11M","1.39%"
"04-03-2025","22,504.90","22,357.75","22,535.45","22,324.05","632.84M","-0.04%"
"03-03-2025","22,514.20","22,551.65","22,635.30","22,327.95","702.80M","0.15%"
"28-02-2025","22,479.45","22,821.15","22,839.45","22,452.15","1.21B","-2.04%"
"27-02-2025","22,948.30","23,008.95","23,052.90","22,911.30","612.57M","-0.17%"
"25-02-2025","22,987.15","22,993.15","23,101.90","22,955.75","545.87M","-0.15%"
"24-02-2025","23,021.70","23,075.45","23,127.35","22,985.75","449.50M","-1.08%"
"21-02-2025","23,274.05","23,359.90","23,442.35","23,196.70","568.97M","-0.59%"
"20-02-2025","23,411.40","23,260.25","23,422.15","23,253.20","554.82M","0.18%"
"19-02-2025","23,368.55","23,223.55","23,471.50","23,181.30","521.41M","0.16%"
"18-02-2025","23,331.40","23,354.80","23,392.60","23,174.90","500.32M","-0.05%"
"17-02-2025","23,343.15","23,202.00","23,361.90","23,067.70","522.26M","0.08%"
"14-02-2025","23,325.15","23,572.95","23,605.55","23,165.90","566.53M","-0.76%"
"13-02-2025","23,504.85","23,527.20","23,729.90","23,470.45","534.52M","-0.01%"
"12-02-2025","23,508.35","23,510.80","23,612.30","23,188.85","743.40M","-0.10%"
"11-02-2025","23,530.80","23,897.55","23,906.40","23,442.50","626.00M","-1.53%"
"10-02-2025","23,897.00","24,113.25","24,140.15","23,826.30","484.83M","-0.95%"
"07-02-2025","24,125.50","24,207.80","24,262.70","24,002.55","648.37M","-0.15%"
"06-02-2025","24,161.00","24,356.20","24,367.35","24,108.95","558.01M","-0.45%"
"05-02-2025","24,271.35","24,348.45","24,382.50","24,251.00","611.33M","-0.03%"
"04-02-2025","24,279.65","24,066.55","24,304.50","23,975.35","748.94M","1.60%"
"03-02-2025","23,896.15","23,888.30","23,917.90","23,755.20","785.24M","-0.67%"
"01-02-2025","24,056.65","24,092.10","24,192.65","23,868.55","737.07M","0.01%"
"31-01-2025","24,053.45","23,819.75","24,096.65","23,788.50","779.62M","1.18%"
"30-01-2025","23,772.50","23,714.30","23,852.70","23,660.90","733.49M","0.32%"
"29-01-2025","23,696.25","23,504.00","23,717.25","23,468.85","590.74M","1.09%"
"28-01-2025","23,440.05","23,460.35","23,630.85","23,305.50","811.03M","0.52%"
"27-01-2025","23,319.95","23,501.70","23,538.00","23,277.85","621.87M","-1.44%"
"24-01-2025","23,660.20","23,810.20","23,930.10","23,618.10","528.97M","-0.68%"
"23-01-2025","23,823.25","23,709.40","23,880.30","23,667.05","546.23M","0.36%"
"22-01-2025","23,738.40","23,731.65","23,755.00","23,526.90","709.99M","0.31%"
"21-01-2025","23,664.75","24,101.95","24,110.30","23,630.80","838.45M","-1.60%"
"20-01-2025","24,048.80","24,017.60","24,118.55","23,874.15","624.78M","0.51%"
"17-01-2025","23,926.00","23,958.80","23,981.50","23,802.45","545.18M","-0.24%"
"16-01-2025","23,984.55","24,036.75","24,049.10","23,958.65","659.27M","0.61%"
"15-01-2025","23,839.25","23,866.65","23,921.90","23,755.55","610.83M","0.29%"
"14-01-2025","23,770.60","23,679.70","23,850.00","23,674.30","791.52M","0.78%"
"13-01-2025","23,586.80","23,808.10","23,931.75","23,548.75","745.57M","-1.99%"
"10-01-2025","24,064.75","24,252.80","24,288.75","23,982.90","603.48M","-0.69%"
"09-01-2025","24,232.30","24,419.40","24,431.35","24,213.70","521.66M","-0.79%"
"08-01-2025","24,426.00","24,515.60","24,521.45","24,232.90","542.81M","-0.21%"
"07-01-2025","24,478.10","24,460.95","24,597.55","24,411.65","585.62M","0.30%"
"06-01-2025","24,404.60","24,920.40","24,929.15","24,335.25","707.25M","-1.91%"
"03-01-2025","24,879.85","25,058.25","25,060.90","24,849.90","668.71M","-0.60%"
"02-01-2025","25,028.80","24,637.15","25,054.85","24,599.95","553.14M","1.76%"
"01-01-2025","24,595.70","24,493.35","24,663.00","24,410.35","306.98M","0.41%"
"31-12-2024","24,495.55","24,407.75","24,542.95","24,300.75","457.74M","-0.02%"
"30-12-2024","24,500.75","24,623.10","24,732.10","24,436.20","1.20B","-0.53%"
"27-12-2024","24,632.00","24,657.70","24,784.05","24,618.10","328.62M","0.08%"
"26-12-2024","24,611.35","24,623.25","24,692.85","24,509.00","371.07M","0.16%"
"24-12-2024","24,572.50","24,617.30","24,715.70","24,534.90","387.78M","-0.11%"
"23-12-2024","24,599.75","24,597.30","24,735.75","24,502.80","492.99M","0.62%"
"20-12-2024","24,448.85","24,902.60","25,002.00","24,400.25","1.03B","-1.75%"
"19-12-2024","24,884.95","24,783.70","24,934.10","24,776.45","542.25M","-1.01%"
"18-12-2024","25,137.60","25,290.70","25,358.80","25,087.35","483.07M","-0.73%"
"17-12-2024","25,321.65","25,579.00","25,624.25","25,288.35","547.77M","-1.29%"
"16-12-2024","25,652.85","25,719.85","25,748.35","25,584.50","409.77M","-0.28%"
"13-12-2024","25,724.60","25,493.85","25,745.75","25,148.90","628.86M","0.70%"
"12-12-2024","25,546.40","25,606.65","25,668.20","25,530.90","575.47M","-0.35%"
"11-12-2024","25,635.05","25,603.25","25,681.55","25,575.35","528.38M","0.14%"
"10-12-2024","25,600.20","25,634.15","25,659.95","25,494.60","550.42M","0.02%"
"09-12-2024","25,594.20","25,622.75","25,687.65","25,556.05","624.27M","-0.27%"
"06-12-2024","25,663.90","25,693.30","25,735.55","25,593.85","764.22M","0.02%"
"05-12-2024","25,657.85","25,508.90","25,784.40","25,274.80","717.43M","0.90%"
"04-12-2024","25,428.40","25,443.25","25,521.30","25,308.90","739.74M","0.14%"
"03-12-2024","25,393.25","25,284.50","25,410.10","25,221.30","673.18M","0.77%"
"02-12-2024","25,198.15","25,063.55","25,221.10","24,953.25","501.50M","0.58%"
"29-11-2024","25,053.95","24,857.65","25,120.30","24,856.75","746.73M","0.88%"
"28-11-2024","24,836.25","25,135.90","25,230.10","24,791.60","790.19M","-1.11%"
"27-11-2024","25,115.15","25,004.45","25,187.50","24,948.80","670.73M","0.53%"
"26-11-2024","24,983.10","25,112.15","25,113.70","24,925.10","498.40M","-0.04%"
"25-11-2024","24,993.65","25,041.45","25,153.55","24,938.80","1.38B","1.37%"
"22-11-2024","24,655.35","24,185.35","24,704.55","24,127.65","745.99M","2.16%"
"21-11-2024","24,135.10","24,293.85","24,306.95","24,014.25","953.65M","-0.98%"
"19-11-2024","24,374.70","24,386.15","24,640.15","24,320.00","601.96M","0.30%"
"18-11-2024","24,301.00","24,467.55","24,468.05","24,195.35","575.37M","-0.27%"
"14-11-2024","24,366.05","24,348.80","24,508.30","24,305.80","610.28M","0.08%"
"13-11-2024","24,347.00","24,650.65","24,716.85","24,293.90","691.42M","-1.49%"
"12-11-2024","24,715.55","25,094.35","25,132.65","24,667.00","546.44M","-1.19%"
"11-11-2024","25,013.30","24,942.80","25,210.25","24,845.35","566.26M","0.04%"
"08-11-2024","25,002.95","25,118.25","25,186.55","24,954.10","581.71M","-0.43%"
"07-11-2024","25,110.70","25,419.60","25,429.40","25,097.80","649.82M","-1.15%"
"06-11-2024","25,403.15","25,167.50","25,443.30","25,078.30","760.35M","1.37%"
"05-11-2024","25,060.80","24,783.60","25,080.50","24,671.70","676.72M","0.82%"
"04-11-2024","24,857.75","25,192.95","25,195.40","24,668.75","742.89M","-1.30%"
"01-11-2024","25,184.60","25,171.00","25,250.90","25,157.60","125.39M","0.50%"
"31-10-2024","25,059.50","25,207.80","25,235.90","25,020.05","678.33M","-0.54%"
"30-10-2024","25,195.05","25,227.20","25,364.55","25,164.50","699.86M","-0.50%"
"29-10-2024","25,321.30","25,171.95","25,339.10","24,952.05","766.09M","0.58%"
"28-10-2024","25,175.20","25,086.95","25,321.65","24,932.75","756.12M","0.61%"
"25-10-2024","25,022.20","25,305.30","25,326.60","24,897.20","767.88M","-1.00%"
"24-10-2024","25,275.50","25,315.05","25,376.85","25,217.95","562.09M","-0.18%"
"23-10-2024","25,320.65","25,266.40","25,491.70","25,240.65","844.83M","-0.11%"
"22-10-2024","25,348.05","25,760.15","25,828.15","25,322.60","698.07M","-1.52%"
"21-10-2024","25,739.50","25,956.85","25,991.45","25,673.05","520.05M","-0.44%"
"18-10-2024","25,853.80","25,671.40","25,888.85","25,547.55","644.97M","0.34%"
"17-10-2024","25,765.35","26,105.55","26,109.80","25,752.50","528.47M","-1.12%"
"16-10-2024","26,058.10","26,106.75","26,188.70","25,987.80","483.37M","-0.35%"
"15-10-2024","26,149.10","26,272.65","26,291.55","26,091.60","487.96M","-0.19%"
"14-10-2024","26,197.90","26,117.55","26,222.60","26,105.60","419.84M","0.55%"
"11-10-2024","26,054.10","26,077.40","26,118.10","26,002.20","394.78M","-0.10%"
"10-10-2024","26,079.45","26,168.00","26,241.15","26,059.95","531.94M","0.01%"
"09-10-2024","26,076.60","26,129.30","26,331.20","26,042.60","669.05M","0.07%"
"08-10-2024","26,057.35","25,772.00","26,091.35","25,698.50","746.05M","1.19%"
"07-10-2024","25,749.65","26,141.65","26,189.95","25,644.40","884.05M","-1.18%"
"04-10-2024","26,056.00","26,238.50","26,520.80","26,007.55","828.49M","-0.95%"
"03-10-2024","26,305.25","26,511.55","26,713.10","26,267.85","892.09M","-2.16%"
"01-10-2024","26,885.25","26,879.95","26,994.15","26,828.50","621.40M","-0.02%"
"30-09-2024","26,890.15","27,147.35","27,203.00","26,870.65","712.59M","-1.33%"
"27-09-2024","27,253.85","27,283.25","27,335.65","27,228.25","1.32B","-0.01%"
"26-09-2024","27,256.25","27,068.30","27,284.90","27,056.85","740.61M","0.76%"
"25-09-2024","27,051.65","26,997.75","27,076.80","26,921.95","601.05M","0.09%"
"24-09-2024","27,027.50","27,013.60","27,087.90","26,975.25","782.21M","0.01%"
"23-09-2024","27,024.10","26,920.05","27,039.55","26,898.20","564.05M","0.76%"
"20-09-2024","26,821.00","26,532.45","26,879.00","26,454.50","1.01B","1.50%"
"19-09-2024","26,425.25","26,540.15","26,638.90","26,332.75","718.93M","0.02%"
"18-09-2024","26,420.15","26,461.90","26,525.85","26,318.10","534.35M","-0.19%"
"17-09-2024","26,471.30","26,491.95","26,495.60","26,408.05","484.85M","0.07%"
"16-09-2024","26,453.40","26,486.80","26,522.00","26,409.80","433.62M","0.13%"
"13-09-2024","26,419.90","26,511.00","26,511.00","26,387.10","600.15M","-0.16%"
"12-09-2024","26,461.10","26,145.90","26,497.50","26,041.60","716.37M","1.82%"
"11-09-2024","25,987.80","26,118.80","26,204.10","25,950.05","663.42M","-0.49%"
"10-09-2024","26,115.20","26,086.50","26,214.75","25,979.90","611.31M","0.40%"
"09-09-2024","26,011.25","25,898.90","26,035.40","25,786.30","608.95M","0.32%"
"06-09-2024","25,928.55","26,195.40","26,254.85","25,877.45","726.65M","-1.18%"
"05-09-2024","26,239.10","26,339.45","26,359.70","26,222.00","601.08M","-0.14%"
"04-09-2024","26,275.75","26,143.00","26,291.00","26,137.00","573.21M","-0.25%"
"03-09-2024","26,341.70","26,394.00","26,394.15","26,309.00","543.13M","0.03%"
"02-09-2024","26,335.00","26,383.45","26,383.50","26,261.70","563.86M","0.23%"
"30-08-2024","26,274.35","26,291.15","26,309.05","26,242.55","1.02B","0.33%"
"29-08-2024","26,188.90","26,107.45","26,222.35","26,023.35","667.42M","0.28%"
"28-08-2024","26,116.80","26,116.15","26,193.60","26,033.95","476.12M","0.13%"
"27-08-2024","26,083.15","26,098.75","26,134.85","26,038.25","478.62M","0.02%"
"26-08-2024","26,076.80","25,998.55","26,102.75","25,952.95","460.37M","0.66%"
"23-08-2024","25,905.95","25,956.30","25,972.05","25,880.50","549.35M","-0.02%"
"22-08-2024","25,910.45","25,958.10","25,961.80","25,877.50","486.86M","0.22%"
"21-08-2024","25,853.20","25,775.70","25,871.60","25,746.60","539.50M","0.27%"
"20-08-2024","25,782.35","25,718.35","25,801.95","25,673.90","650.00M","0.56%"
"19-08-2024","25,638.20","25,699.95","25,701.40","25,604.45","562.76M","0.23%"
"16-08-2024","25,578.50","25,355.80","25,599.45","25,221.25","576.35M","1.66%"
"14-08-2024","25,160.65","25,210.00","25,224.20","25,090.35","612.91M","0.02%"
